Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2022-09-21,Contact Lens Blister,Self Disposal,Alba E-waste Smart Recycling,
2022-09-21,Glass Medicine Bottle,Self Disposal,,WOODLANDS TERRACE
2022-09-21,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2022-09-21,Mobile Telephones,Self Disposal,,KISMIS GREEN
2022-09-21,Dolls,House Collection,,SCIENCE CENTRE ROAD
2022-09-21,Carton Box,Self Disposal,Salvation Army,
2022-09-21,Metal Bottle Cap,Self Disposal,,HOW SUN AVENUE
2022-09-21,Towels,House Collection,,GILSTEAD ROAD
2022-09-21,Canned Food Can,Self Disposal,,TUAS AVENUE 10
2022-09-21,Beer Bottle,House Collection,,PUNGGOL WAY
2022-09-21,Condiment Bottle,House Collection,,CANBERRA LINK
2022-09-21,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-21,Biscuit Tin,Self Disposal,Passiton.org,
2022-09-21,Wireless Access Points,Self Disposal,Alba E-waste Smart Recycling,
2022-09-22,Plastic Egg Tray,Self Disposal,PWC-800 Super,
2022-09-22,Printed Paper,Self Disposal,,ENGINEERING DRIVE 3
2022-09-22,Pens,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-22,Shampoo Bottle,Self Disposal,,ORCHARD BOULEVARD
2022-09-22,Toilet Paper,Self Disposal,,JALAN SEMBILANG
2022-09-22,Facial Cleanser Bottle,House Collection,,CONNAUGHT DRIVE
2022-09-22,Pyrex Glass,Self Disposal,,TAI HWAN CRESCENT
2022-09-22,Chairs,Self Disposal,Passiton.org,
2022-09-22,Watches,House Collection,Greensquare,
2022-09-22,Biscuit Tin,House Collection,Alba,
2022-09-22,Canned Food Can,Self Disposal,,WEST COAST HIGHWAY
2022-09-22,Facial Cleanser Bottle,House Collection,Greensquare,
2022-09-22,Aerosol Can,House Collection,,PARI DEDAP WALK
2022-09-22,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-09-22,Medicine Blister Pack,Self Disposal,Alba E-waste Smart Recycling,
2022-09-22,Glass Cosmetic Bottle,House Collection,,MAIDA VALE
2022-09-23,Beds,Self Disposal,Ezi,
2022-09-23,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,
2022-09-23,Paper Packaging,Self Disposal,Ezi,
2022-09-23,Paint Container,Self Disposal,,BAH SOON PAH ROAD
2022-09-23,Aerosol Can,Self Disposal,PWC-Sembwaste,
2022-09-23,Aerosol Can,House Collection,,LORONG 102 CHANGI
2022-09-23,Skirts,House Collection,,SIMS AVENUE EAST
2022-09-23,Facial Cleanser Bottle,House Collection,,HAIG ROAD
2022-09-23,Sofas,Self Disposal,Passiton.org,
2022-09-23,Tables,House Collection,,HOW SUN DRIVE
2022-09-23,Canned Food Can,Self Disposal,,LORONG SELANGAT
2022-09-23,Canned Food Can,Self Disposal,PWC-800 Super,
2022-09-23,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-23,Glass Cosmetic Bottle,Self Disposal,,HAPPY AVENUE NORTH
2022-09-23,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,
2022-09-23,Cassette Tape,Self Disposal,,GUL WAY
2022-09-23,Plant,House Collection,PWC-Alba-WH,
2022-09-23,Light Bulbs,House Collection,Alba,
2022-09-23,Power Assisted Bicycles,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-23,Beer Bottle,Self Disposal,,VICTORIA PARK GROVE
2022-09-24,Sunglasses,Self Disposal,,ASCOT RISE
2022-09-24,Aerosol Can,Self Disposal,,BEDOK PLACE
2022-09-24,Paint Container,House Collection,,BULIM LANE 1
2022-09-24,Facial Cleanser Bottle,House Collection,,SIMS CLOSE
2022-09-24,Glass Medicine Bottle,Self Disposal,,CLACTON ROAD
2022-09-24,Paint Container,House Collection,,KING'S CLOSE
2022-09-24,Canned Food Can,Self Disposal,,BERKSHIRE ROAD
2022-09-24,Shampoo Bottle,House Collection,,KEPPEL BAY VIEW
2022-09-24,Pants,House Collection,,MERGUI ROAD
2022-09-24,Laptops,Self Disposal,Alba E-waste Smart Recycling,
2022-09-24,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-24,Plastic Film Packaging,House Collection,Greensquare,
2022-09-24,Aerosol Can,House Collection,,NORTHPOINT DRIVE
2022-09-24,Detergent Bottle,House Collection,Alba,
2022-09-24,High Chairs,House Collection,,LORONG MYDIN
2022-09-24,Book,Self Disposal,Alba E-waste Smart Recycling,
2022-09-24,Plastic Drink Bottle,House Collection,,RAMBUTAN ROAD
2022-09-25,Glass Cosmetic Bottle,Self Disposal,,EUNOS ROAD 5
2022-09-25,Aerosol Can,Self Disposal,Passiton.org,
2022-09-25,Beds,House Collection,,CARMICHAEL ROAD
2022-09-25,Set-Top Boxes,Self Disposal,Salvation Army,
2022-09-25,Reusable Bags,Self Disposal,Alba E-waste Smart Recycling,
2022-09-25,Plastic Food Bottle,Self Disposal,,GAMBAS CRESCENT
2022-09-25,Aerosol Can,House Collection,,JALAN KILANG TIMOR
2022-09-25,Detergent Bottle,House Collection,,JALAN RUMAH TINGGI
2022-09-25,Canned Food Can,Self Disposal,Salvation Army,
2022-09-25,Detergent Bottle,Self Disposal,,MALACCA STREET
2022-09-25,Paint Container,Self Disposal,Ezi,
2022-09-25,Canned Food Can,Self Disposal,,BARTLEY ROAD
2022-09-25,Paint Container,Self Disposal,,WATTEN TERRACE
2022-09-25,Biscuit Tin,Self Disposal,,WHOLESALE CENTRE
2022-09-25,Paint Container,House Collection,,OCEAN WAY
2022-09-25,Beer Bottle,Self Disposal,PWC-800 Super,
2022-09-25,Skirts,House Collection,,PASIR PANJANG ROAD
2022-09-26,Shredded Paper,Self Disposal,,JALAN SALANG
2022-09-26,Greeting Card,Self Disposal,,BEDOK SOUTH AVENUE 2
2022-09-26,Toasters,Self Disposal,Tidy,
2022-09-26,Paint Container,Self Disposal,PWC-Sembwaste,
2022-09-26,Glass Medicine Bottle,House Collection,,LUCKY HEIGHTS
2022-09-26,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2022-09-26,Magazine Wrapper,Self Disposal,,KIM KEAT LANE
2022-09-26,Detergent Bottle,Self Disposal,Passiton.org,
2022-09-26,Paint Container,House Collection,,TAMPINES STREET 86
2022-09-26,Glass Medicine Bottle,House Collection,,TUAS SOUTH AVENUE 5
2022-09-27,Beer Bottle,Self Disposal,,LENGKOK BAHRU
2022-09-27,Canned Food Can,Self Disposal,,LORONG PENCHALAK
2022-09-27,Canned Food Can,Self Disposal,Tidy,
2022-09-27,Plant,House Collection,Greensquare,
2022-09-27,Paint Container,Self Disposal,,BUKIT TIMAH LINK
2022-09-27,Shampoo Bottle,Self Disposal,PWC-800 Super,
2022-09-27,Brochure,Self Disposal,PWC-Sembwaste,
2022-09-27,Glass Cosmetic Bottle,Self Disposal,Passiton.org,
2022-09-27,Brochure,House Collection,,BARKER ROAD
2022-09-27,Metal Bottle Cap,Self Disposal,Tidy,
2022-09-27,Detergent Bottle,Self Disposal,,NALLUR ROAD
2022-09-27,Paint Container,Self Disposal,,DEFU LANE 10
2022-09-27,Glass Cosmetic Bottle,House Collection,Alba,
2022-09-27,Blouses,Self Disposal,PWC-800 Super,
2022-09-27,Food Jar,Self Disposal,,NASSIM HILL
2022-09-27,Skirts,Self Disposal,PWC-800 Super,
2022-09-28,Detergent Bottle,Self Disposal,PWC-Sembwaste,
2022-09-28,Belts,Self Disposal,,NEO TIEW LANE 2
2022-09-28,Glass Cosmetic Bottle,Self Disposal,,TUAS DRIVE 1
2022-09-28,Biscuits,Self Disposal,,BUTTERFLY AVENUE
2022-09-28,Refrigerators,House Collection,Alba,
2022-09-28,Refrigerators,Self Disposal,Alba E-waste Smart Recycling,
2022-09-28,Mirror,House Collection,,JALAN BAHTERA
2022-09-28,Greeting Card,Self Disposal,Alba E-waste Smart Recycling,
2022-09-28,Walkers,House Collection,,MUNSHI ABDULLAH AVENUE
2022-09-28,Paint Container,House Collection,Greensquare,
2022-09-28,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-28,Carton Box,Self Disposal,,JALAN KOLAM AYER
2022-09-28,Bedsheets,Self Disposal,PWC-Sembwaste,
2022-09-28,Beer Bottle,House Collection,,GEORGE STREET
2022-09-28,Facial Cleanser Bottle,Self Disposal,,LABRADOR VILLA ROAD
2022-09-28,Shampoo Bottle,House Collection,,SIN MING WALK
2022-09-28,Plastic Food Bottle,Self Disposal,Ezi,
2022-09-29,Skirts,Self Disposal,PWC-Sembwaste,
2022-09-29,Glass Cosmetic Bottle,House Collection,,TAI HWAN GROVE
2022-09-29,Instant Noodles,House Collection,,TAMPINES NORTH DRIVE 2
2022-09-29,Glass Cosmetic Bottle,Self Disposal,,TEBAN GARDENS CRESCENT
2022-09-29,Bodywash Bottle,House Collection,,PESARI WALK
2022-09-29,Aerosol Can,House Collection,Alba,
2022-09-29,Facial Cleanser Bottle,Self Disposal,,TUAS SOUTH AVENUE 8
2022-09-29,Beer Bottle,House Collection,Alba,
2022-09-29,Sunglasses,House Collection,,JALAN LABU AYER
2022-09-29,Toilet Paper Roll,House Collection,Greensquare,
2022-09-29,Carton Box,Self Disposal,PWC-800 Super,
2022-09-29,Paper Envelope,Self Disposal,,ORCHARD BOULEVARD
2022-09-29,Potato Chip Bag,Self Disposal,,WEST COAST VIEW
2022-09-29,Glass Medicine Bottle,Self Disposal,Salvation Army,
2022-09-29,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-09-29,Detergent Bottle,Self Disposal,,ADIS ROAD
2022-09-30,Styrofoam,Self Disposal,Salvation Army,
2022-09-30,Potato Chip Bag,Self Disposal,,BRIZAY PARK
2022-09-30,Glass Cosmetic Bottle,House Collection,Alba,
2022-09-30,Paint Container,House Collection,,BUKIT BATOK STREET 25
2022-09-30,Aerosol Can,Self Disposal,,JALAN GREJA
2022-09-30,Beer Bottle,Self Disposal,,HILLVIEW RISE
2022-09-30,Glass Cosmetic Bottle,Self Disposal,,LORONG PISANG BATU
2022-09-30,Wax Paper,House Collection,Greensquare,
2022-09-30,Glass Cosmetic Bottle,Self Disposal,,MORNINGTON CRESCENT
2022-09-30,Canned Food Can,Self Disposal,,YISHUN AVENUE 5
2022-09-30,Paper Plate,House Collection,,JALAN CHEMPAKA KUNING
2022-09-30,Glass Cosmetic Bottle,House Collection,,POTONG PASIR AVENUE 1
2022-09-30,Magazine Wrapper,Self Disposal,Alba E-waste Smart Recycling,
2022-09-30,Paint Container,House Collection,PWC-Alba-WH,
2022-09-30,Refrigerators,Self Disposal,Tidy,
2022-09-30,Biscuit Tin,Self Disposal,,MOUNTBATTEN ROAD
2022-09-30,Shampoo Bottle,Self Disposal,,DICKSON ROAD
2022-10-01,Carton Box,Self Disposal,,JALAN RAJAWALI
2022-10-01,Bodywash Bottle,Self Disposal,,JALAN MOLEK
2022-10-01,Desktop Monitors,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-01,Glass Cosmetic Bottle,House Collection,Greensquare,
2022-10-01,Gift Wrapping Paper,House Collection,,SIXTH LOK YANG ROAD
2022-10-01,Tables,Self Disposal,Ezi,
2022-10-01,Markers,Self Disposal,PWC-Sembwaste,
2022-10-01,Glass Cosmetic Bottle,House Collection,,LORONG SESUAI
2022-10-01,Paint Container,House Collection,PWC-Alba-WH,
2022-10-01,Glass Cosmetic Bottle,Self Disposal,Tidy,
2022-10-01,Biscuit Tin,House Collection,,SIMS PLACE
2022-10-01,Printed Paper,Self Disposal,,GOODMAN ROAD
2022-10-01,Crockery,House Collection,,KEW CRESCENT
2022-10-01,Laptops,House Collection,,TEMPLE HILL ROAD
2022-10-01,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-01,Detergent Bottle,House Collection,,KOH SEK LIM ROAD
2022-10-02,Mobile Telephones,Self Disposal,,ORCHARD TURN
2022-10-02,Sports Shoes,Self Disposal,,SING AVENUE
2022-10-02,Pants,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-02,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-02,Sandals,Self Disposal,,JALAN ULU SELETAR
2022-10-02,Air-Conditioners,Self Disposal,,HILLVIEW TERRACE
2022-10-02,Detergent Bottle,Self Disposal,,SERANGOON GARDEN DRIVE
2022-10-02,Plant,Self Disposal,PWC-Sembwaste,
2022-10-02,Canned Food Can,Self Disposal,,BUFFALO ROAD
2022-10-02,Paint Container,Self Disposal,,JALAN ANGKLONG
2022-10-02,Bodywash Bottle,Self Disposal,,VISTA EXCHANGE GREEN
2022-10-02,Food Jar,House Collection,,DINDING PLACE
2022-10-02,Reusable Bags,Self Disposal,Salvation Army,
2022-10-02,Cutlery,Self Disposal,Ezi,
2022-10-02,Pens,Self Disposal,,FINLAYSON GREEN
2022-10-02,Glass Cosmetic Bottle,House Collection,Alba,
2022-10-02,Plastic Food Bottle,House Collection,Alba,
2022-10-03,Aerosol Can,Self Disposal,,BURGUNDY DRIVE
2022-10-03,Plastic Egg Tray,Self Disposal,PWC-800 Super,
2022-10-03,Detergent Bottle,Self Disposal,PWC-Sembwaste,
2022-10-03,Computers,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-03,Biscuits,Self Disposal,,HOUGANG STREET 51
2022-10-03,CD,Self Disposal,Passiton.org,
2022-10-03,Switches,Self Disposal,Salvation Army,
2022-10-03,Glass Cosmetic Bottle,Self Disposal,Ezi,
2022-10-03,Medicine Blister Pack,Self Disposal,PWC-Sembwaste,
2022-10-03,Detergent Bottle,House Collection,,SORBY ADAMS DRIVE
2022-10-03,Shampoo Bottle,Self Disposal,,EBER ROAD
2022-10-03,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2022-10-03,Writing Paper,Self Disposal,Tidy,
2022-10-04,Bodywash Bottle,Self Disposal,Tidy,
2022-10-04,Detergent Bottle,House Collection,,LORONG 1 GEYLANG
2022-10-04,Wax Paper,House Collection,,JALAN RINDU
2022-10-04,Book,House Collection,Greensquare,
2022-10-04,Aerosol Can,Self Disposal,PWC-Sembwaste,
2022-10-04,Bodywash Bottle,Self Disposal,Passiton.org,
2022-10-04,Namecard,Self Disposal,Ezi,
2022-10-04,Glass Cosmetic Bottle,House Collection,,BUKIT BATOK EAST AVENUE 6
2022-10-04,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2022-10-04,Paint Container,Self Disposal,,HAJI LANE
2022-10-04,Potato Chip Bag,Self Disposal,Passiton.org,
2022-10-04,Bodywash Bottle,House Collection,Alba,
2022-10-04,Melamine,Self Disposal,PWC-Sembwaste,
2022-10-04,Beer Bottle,House Collection,,LIMAU WALK
2022-10-05,Detergent Bottle,Self Disposal,Salvation Army,
2022-10-05,Biscuit Tin,House Collection,,UBI AVENUE 1
2022-10-05,Canned Food Can,House Collection,PWC-Alba-WH,
2022-10-05,Shampoo Bottle,Self Disposal,,YUNNAN ROAD
2022-10-05,Sports Shoes,Self Disposal,PWC-Sembwaste,
2022-10-05,Book,Self Disposal,PWC-800 Super,
2022-10-05,Beer Bottle,House Collection,Greensquare,
2022-10-05,Canned Food Can,Self Disposal,,LINCOLN ROAD
2022-10-05,Aerosol Can,House Collection,,MERLIMAU ROAD
2022-10-05,Bodywash Bottle,House Collection,,SWISS CLUB LINK
2022-10-05,Shampoo Bottle,Self Disposal,Passiton.org,
2022-10-05,Bodywash Bottle,Self Disposal,Salvation Army,
2022-10-05,Beer Bottle,Self Disposal,,HILLVIEW CRESCENT
2022-10-05,Canned Food/Drinks,Self Disposal,Salvation Army,
2022-10-05,Wax Paper,Self Disposal,Salvation Army,
2022-10-05,Metal Drink Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-05,Canned Food Can,Self Disposal,PWC-Sembwaste,
2022-10-05,Bedding,House Collection,Alba,
2022-10-05,Plastic Film Packaging,Self Disposal,PWC-800 Super,
2022-10-05,Biscuit Tin,House Collection,PWC-Alba-WH,
2022-10-05,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-06,Egg Tray,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-06,Switches,Self Disposal,Tidy,
2022-10-06,Video Tape,House Collection,Greensquare,
2022-10-06,Instant Noodle Bag,Self Disposal,,WOODLANDS STREET 31
2022-10-06,Plastic Cutlery,House Collection,,PENANG LANE
2022-10-06,Biscuit Tin,Self Disposal,,ANG MO KIO STREET 44
2022-10-06,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2022-10-07,Sanitary Pad,Self Disposal,Tidy,
2022-10-07,Canned Food Can,Self Disposal,,CHATSWORTH ROAD
2022-10-07,Telephone Directory,Self Disposal,Ezi,
2022-10-07,Irons,Self Disposal,,HAVELOCK ROAD
2022-10-07,Glass Cosmetic Bottle,Self Disposal,PWC-Sembwaste,
2022-10-07,Tissue Box,House Collection,,ANG MO KIO STREET 13
2022-10-07,Bodywash Bottle,Self Disposal,,CHOA CHU KANG LOOP
2022-10-07,Soft Toys,House Collection,,MANDAI ROAD - TRACK 7
2022-10-07,Canned Food Can,House Collection,,SILOSO ROAD
2022-10-07,Styrofoam,Self Disposal,PWC-Sembwaste,
2022-10-07,CD,Self Disposal,Ezi,
2022-10-07,Shampoo Bottle,Self Disposal,Tidy,
2022-10-07,Blouses,Self Disposal,Alba E-waste Smart Recycling,
2022-10-08,Air-Conditioners,Self Disposal,,MUGLISTON WALK
2022-10-08,Printers,Self Disposal,Passiton.org,
2022-10-08,Aerosol Can,Self Disposal,Tidy,
2022-10-08,Facial Cleanser Bottle,House Collection,,JALAN LANA
2022-10-08,Towels,Self Disposal,,KEE CHOE AVENUE
2022-10-08,Board Games,House Collection,PWC-Alba-WH,
2022-10-08,Canned Food Can,House Collection,,JALAN JERMIN
2022-10-08,High Chairs,Self Disposal,,JAMAICA ROAD
2022-10-08,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-09,Beer Bottle,Self Disposal,,CACTUS ROAD
2022-10-09,Canned Food Can,Self Disposal,,SENTUL CRESCENT
2022-10-09,Switches,Self Disposal,Passiton.org,
2022-10-09,Towels,Self Disposal,,LEMON AVENUE
2022-10-09,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-10-09,Bodywash Bottle,Self Disposal,,LUXUS HILL AVENUE
2022-10-09,Shirts,Self Disposal,,SAINT GEORGE'S LANE
2022-10-09,Detergent Bottle,Self Disposal,,SIMON LANE
2022-10-09,Shampoo Bottle,Self Disposal,,SEMBAWANG WALK
2022-10-09,Plastic Drink Bottle,Self Disposal,,LORONG 41 GEYLANG
2022-10-09,Glass Medicine Bottle,Self Disposal,Passiton.org,
2022-10-09,Detergent Bottle,Self Disposal,,EUNOS AVENUE 5
2022-10-09,Beer Bottle,Self Disposal,,DOVER ROAD
2022-10-09,Glass Medicine Bottle,Self Disposal,,BRIGHT HILL ROAD
2022-10-09,Prams,Self Disposal,PWC-800 Super,
2022-10-10,Slippers,Self Disposal,Salvation Army,
2022-10-10,Tables,Self Disposal,Ezi,
2022-10-10,Newspaper,House Collection,,PIONEER VIEW
2022-10-10,Clothes Dryers,House Collection,,JALAN PESAWAT
2022-10-10,Wax Paper,House Collection,Greensquare,
2022-10-10,Tablets,Self Disposal,Passiton.org,
2022-10-10,Pyrex Glass,House Collection,,SEMBAWANG VISTA
2022-10-10,Canned Food Can,Self Disposal,Tidy,
2022-10-10,Toasters,Self Disposal,Ezi,
2022-10-10,Soft Toys,House Collection,Alba,
2022-10-10,Glass Medicine Bottle,Self Disposal,,PAVILION STREET
2022-10-10,Canned Food Can,House Collection,,STADIUM ROAD
2022-10-10,Beer Bottle,Self Disposal,Tidy,
2022-10-10,Writing Paper,Self Disposal,Tidy,
2022-10-10,Biscuit Tin,Self Disposal,Salvation Army,
2022-10-10,Detergent Bottle,Self Disposal,Ezi,
2022-10-10,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-10,Detergent Bottle,House Collection,,MERRYN DRIVE
2022-10-10,Tables,Self Disposal,,DAISY AVENUE
2022-10-10,Glass Cosmetic Bottle,House Collection,Greensquare,
2022-10-10,Tables,House Collection,,FRANKEL PLACE
2022-10-10,Metal Drink Can,Self Disposal,Alba E-waste Smart Recycling,
2022-10-10,Cassette Tape,Self Disposal,Alba E-waste Smart Recycling,
2022-10-11,Bodywash Bottle,Self Disposal,Ezi,
2022-10-11,Switches,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-11,Glass Cosmetic Bottle,Self Disposal,,JOO CHIAT ROAD
2022-10-11,Aerosol Can,Self Disposal,Passiton.org,
2022-10-11,Beer Bottle,Self Disposal,PWC-Sembwaste,
2022-10-11,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-10-11,Glass Medicine Bottle,House Collection,,MARSILING RISE
2022-10-11,Contact Lens Blister,House Collection,PWC-Alba-WH,
2022-10-11,Irons,Self Disposal,,LENTOR GREEN
2022-10-11,Magazine,Self Disposal,,JURONG WEST STREET 75
2022-10-11,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-11,Paper Receipt,Self Disposal,Alba E-waste Smart Recycling,
2022-10-11,Drinking Straw,Self Disposal,PWC-800 Super,
2022-10-11,Pens,Self Disposal,,HOLLAND AVENUE
2022-10-11,Servers,Self Disposal,Tidy,
2022-10-11,Canned Food Can,Self Disposal,PWC-Sembwaste,
2022-10-11,Cutlery,Self Disposal,Salvation Army,
2022-10-11,Potato Chip Bag,Self Disposal,,FLANDERS SQUARE
2022-10-11,Shampoo Bottle,Self Disposal,,CHOA CHU KANG AVENUE 4
2022-10-11,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-10-11,Facial Cleanser Bottle,Self Disposal,,BULIM LANE 2
2022-10-13,Slippers,Self Disposal,,EUNOS AVENUE 7
2022-10-13,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-13,Facial Cleanser Bottle,Self Disposal,,TAGORE INDUSTRIAL AVENUE
2022-10-13,Biscuit Tin,Self Disposal,,BUANGKOK DRIVE
2022-10-13,Canned Food Can,Self Disposal,PWC-800 Super,
2022-10-13,Contact Lens Blister,House Collection,PWC-Alba-WH,
2022-10-13,Detergent Bottle,Self Disposal,Salvation Army,
2022-10-13,Canned Food Can,House Collection,,PEMIMPIN DRIVE
2022-10-13,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-10-13,Sports Shoes,House Collection,,HILLSIDE DRIVE
2022-10-13,Irons,House Collection,,PENG NGUAN STREET
2022-10-13,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2022-10-13,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-10-13,Facial Cleanser Bottle,Self Disposal,,SEGAR ROAD
2022-10-13,Flyer,Self Disposal,Ezi,
2022-10-13,Wireless Access Points,Self Disposal,,WOODLANDS DRIVE 71
2022-10-13,Canned Food Can,Self Disposal,,CLEMENTI WEST STREET 2
2022-10-13,Glass Medicine Bottle,Self Disposal,PWC-800 Super,
2022-10-13,Tissue Paper,Self Disposal,Tidy,
2022-10-13,Glass Medicine Bottle,Self Disposal,Salvation Army,
2022-10-14,Cassette Tape,House Collection,Greensquare,
2022-10-14,Paint Container,Self Disposal,,JALAN JENDELA
2022-10-14,Canned Food Can,House Collection,PWC-Alba-WH,
2022-10-14,Canned Food Can,Self Disposal,,SELARANG PARK ROAD
2022-10-14,Biscuit Tin,House Collection,Alba,
2022-10-14,Plant,Self Disposal,Salvation Army,
2022-10-14,Shirts,Self Disposal,,LORONG J TELOK KURAU
2022-10-14,Cassette Tape,House Collection,,NEO TIEW CRESCENT
2022-10-14,Bodywash Bottle,House Collection,Greensquare,
2022-10-14,Writing Paper,Self Disposal,PWC-Sembwaste,
2022-10-14,Brochure,Self Disposal,Tidy,
2022-10-14,Glass Medicine Bottle,House Collection,,LORONG AMPAS
2022-10-14,Ceramic,Self Disposal,,ERNANI STREET
2022-10-14,Glass Medicine Bottle,Self Disposal,,TEBAN GARDENS CRESCENT
2022-10-14,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-10-15,Facial Cleanser Bottle,House Collection,,THONG SOON ROAD
2022-10-15,Shampoo Bottle,Self Disposal,,HOLT ROAD
2022-10-15,Beer Bottle,Self Disposal,,ANG MO KIO AVENUE 3
